Species	SeqID	Sigma	Phi
Xtro	NW_004668242.1	0.210565031629	0.3465346534653465
Xtro	NW_004668243.1	0.149189512555	0.2585034013605442
Xtro	NW_004668244.1	0.130933510661	0.2165532879818594
Xtro	NW_004668245.1	0.171202046554	0.291
Xtro	NW_004668246.1	0.0286263490559	0.0975609756097561
Xtro	NW_004668247.1	0.118604804269	0.4153846153846154
Xtro	NW_004668248.1	0.114792502109	0.25
Xtro	NW_004668249.1	0.0	0.0
Xtro	NW_004668250.1	0.0	0.0
Xtro	NW_004668251.1	0.0286334769172	0.09375
Xtro	NW_004668252.1	0.266288716598	0.36363636363636365
Xtro	NW_004668253.1	0.420001269032	0.6170212765957447
Xtro	NW_004668255.1	0.329438703157	0.39473684210526316
Drer	NC_007112.6	0.208928539244	0.26330731014904185
Drer	NC_007113.6	0.224634057366	0.28692257644762525
Drer	NC_007114.6	0.204891608801	0.2813765182186235
Drer	NC_007115.6	0.283964632557	0.46616749861342205
Drer	NC_007116.6	0.20362211944	0.2613365155131265
Drer	NC_007117.6	0.176476761118	0.2698907956318253
Drer	NC_007118.6	0.183113851394	0.26014319809069214
Drer	NC_007119.6	0.182589418477	0.30570652173913043
Drer	NC_007120.6	0.211925442283	0.2963636363636364
Drer	NC_007121.6	0.20012868529	0.2925430210325048
Drer	NC_007122.6	0.164284473193	0.24607329842931938
Drer	NC_007123.6	0.1902707573	0.23306233062330622
Drer	NC_007124.6	0.211852316546	0.26450999048525214
Drer	NC_007125.6	0.160497880105	0.21122112211221122
Drer	NC_007126.6	0.217595388145	0.2818627450980392
Drer	NC_007127.6	0.178073368948	0.2555031446540881
Drer	NC_007128.6	0.189848807272	0.26362038664323373
Drer	NC_007129.6	0.167225351173	0.2196969696969697
Drer	NC_007130.6	0.198759141081	0.2520852641334569
Drer	NC_007131.6	0.171061810089	0.26436781609195403
Drer	NC_007132.6	0.256414617898	0.32663690476190477
Drer	NC_007133.6	0.226417144224	0.32075471698113206
Drer	NC_007134.6	0.186457229502	0.27488151658767773
Drer	NC_007135.6	0.245498455513	0.2962529274004684
Drer	NC_007136.6	0.189266644151	0.2736625514403292
Mmus	NC_000067.6	0.271327980509	0.3829787234042553
Mmus	NC_000068.7	0.293862907683	0.39748334566987414
Mmus	NC_000069.6	0.23942550362	0.37305389221556884
Mmus	NC_000070.6	0.26421102248	0.3713858424725823
Mmus	NC_000071.6	0.296470150053	0.4115612648221344
Mmus	NC_000072.6	0.300608091754	0.3592436974789916
Mmus	NC_000073.6	0.231988232799	0.3407489803485354
Mmus	NC_000074.6	0.282497853379	0.3741935483870968
Mmus	NC_000075.6	0.284494770397	0.383397050791917
Mmus	NC_000076.6	0.281315283624	0.3888541014402004
Mmus	NC_000077.6	0.286535246048	0.42239858906525574
Mmus	NC_000078.6	0.25412131756	0.3897893030794165
Mmus	NC_000079.6	0.248447862452	0.33400402414486924
Mmus	NC_000080.6	0.308189566083	0.3981542518127884
Mmus	NC_000081.6	0.25979658065	0.40094711917916337
Mmus	NC_000082.6	0.268540731618	0.34849951597289447
Mmus	NC_000083.6	0.255047141776	0.3926022063595068
Mmus	NC_000084.6	0.279598650271	0.38443670150987225
Mmus	NC_000085.6	0.297242452361	0.452081316553727
Mmus	NC_000086.7	0.18592840212	0.23734177215189872
Mmus	NC_000087.7	0.0276214049385	0.035555555555555556
Hsap	NC_000001.11	0.320535251131	0.45195729537366547
Hsap	NC_000002.12	0.338761402795	0.4456041750301084
Hsap	NC_000003.12	0.395244021523	0.48978549540347294
Hsap	NC_000004.12	0.328945626177	0.42028061224489793
Hsap	NC_000005.10	0.323774571194	0.4268823895457374
Hsap	NC_000006.12	0.342036061013	0.4463611859838275
Hsap	NC_000007.14	0.361107710648	0.47167630057803467
Hsap	NC_000008.11	0.38398090002	0.45447924253459576
Hsap	NC_000009.12	0.302298806224	0.4313588850174216
Hsap	NC_000010.11	0.370463017432	0.46944444444444444
Hsap	NC_000011.10	0.346959684485	0.46078933880061507
Hsap	NC_000012.12	0.352798859639	0.4956521739130435
Hsap	NC_000013.11	0.365434409627	0.4569377990430622
Hsap	NC_000014.9	0.24869633011	0.38720829732065687
Hsap	NC_000015.10	0.307897520725	0.45356176735798015
Hsap	NC_000016.10	0.311911577045	0.4966691339748335
Hsap	NC_000017.11	0.368143626617	0.5014409221902018
Hsap	NC_000018.10	0.335468234936	0.4221183800623053
Hsap	NC_000019.10	0.280321228061	0.46056260341974625
Hsap	NC_000020.11	0.296564012063	0.4432314410480349
Hsap	NC_000021.9	0.23095182079	0.37450980392156863
Hsap	NC_000022.11	0.284610018816	0.4922879177377892
Hsap	NC_000023.11	0.247534485175	0.35571054925893636
Hsap	NC_000024.10	0.105572735709	0.11688311688311688
