ID	Label	Integrity	Coverage	NumIntrons	A	B	Γ	E
mRNA60	XM_015335249.1	0.962	1.000	6	1.000	1.000	0.490	0.750
mRNA61	XM_015317397.1	0.885	0.955	6	0.833	0.955	1.000	0.960
mRNA62	XM_015317407.1	0.885	0.955	6	0.833	0.955	1.000	0.960
mRNA63	XM_015317417.1	0.897	0.998	6	0.833	0.998	1.000	0.960
mRNA64	XM_015317426.1	0.898	1.000	6	0.833	1.000	1.000	0.960
mRNA65	XM_015317441.1	0.242	0.473	3	0.000	0.473	1.000	1.000
mRNA66	XM_015336332.1	0.965	0.992	49	1.000	0.992	0.725	0.620
mRNA67	XM_015336340.1	0.952	0.992	48	0.979	0.992	0.725	0.620
mRNA68	XM_015335722.1	0.879	0.949	17	0.824	0.949	1.000	1.000
mRNA69	XM_015335757.1	0.951	0.960	16	0.938	0.960	1.000	1.000
mRNA70	XM_015335739.1	0.843	0.984	14	0.786	0.984	0.525	1.000
mRNA71	XM_015335766.1	0.928	1.000	13	0.923	1.000	0.490	1.000
mRNA72	XM_015335713.1	0.858	0.926	15	0.800	0.926	1.000	1.000
mRNA73	XM_015335731.1	0.915	0.985	15	0.867	0.985	1.000	1.000
mRNA74	XM_015335706.1	0.813	0.663	14	0.857	0.663	1.000	1.000
mRNA75	XM_015335748.1	0.901	0.670	13	1.000	0.670	1.000	1.000
mRNA76	XM_015336352.1	0.717	0.555	9	0.778	0.555	0.675	1.000
mRNA77	XM_015336362.1	0.104	0.014	3	0.000	0.014	1.000	1.000
mRNA78	XM_015319583.1	0.778	1.000	3	0.667	1.000	0.565	1.000
mRNA79	XM_015319501.1	0.978	1.000	2	1.000	1.000	0.565	1.000
mRNA80	XM_015315657.1	0.780	0.696	11	0.818	0.696	0.605	1.000
mRNA81	XM_015315666.1	0.822	0.672	10	0.900	0.672	0.605	1.000
mRNA82	XM_015315638.1	0.717	0.667	11	0.727	0.667	0.605	1.000
mRNA83	XM_015315649.1	0.822	0.671	10	0.900	0.671	0.605	1.000
mRNA84	XM_015315631.1	0.717	0.666	11	0.727	0.666	0.605	1.000
mRNA85	XM_015315680.1	0.787	1.000	7	0.714	1.000	0.465	0.700
mRNA86	XM_015319789.1	0.950	1.000	12	0.917	1.000	1.000	1.000
mRNA87	XM_015318865.1	0.790	0.434	2	1.000	0.434	0.195	1.000
mRNA88	XM_015318852.1	0.717	0.058	0	1.000	0.058	1.000	1.000
mRNA89	XM_015315742.1	0.803	0.919	12	0.750	0.919	0.535	1.000
mRNA90	XM_015315733.1	0.845	0.923	11	0.818	0.923	0.535	1.000
mRNA91	XM_015315755.1	0.201	0.410	1	0.000	0.410	0.555	1.000
mRNA92	XM_015315821.1	0.892	0.641	3	1.000	0.641	1.000	1.000
mRNA93	XM_015315800.1	0.349	0.000	4	0.500	0.000	0.505	0.480
mRNA94	XM_015315809.1	0.346	0.000	4	0.500	0.000	0.445	0.480
mRNA95	XM_015315777.1	0.759	0.952	7	0.714	0.952	0.195	0.710
mRNA96	XM_015315787.1	0.887	1.000	7	0.857	1.000	0.750	0.710
mRNA97	XM_015317771.1	0.709	0.724	13	0.692	0.724	0.525	1.000
mRNA98	XM_015318032.1	0.118	0.092	10	0.000	0.092	0.810	1.000
mRNA99	XM_015317976.1	0.176	0.111	11	0.091	0.111	0.765	1.000
mRNA100	XM_015317957.1	0.190	0.118	11	0.091	0.118	1.000	1.000
mRNA101	XM_015318023.1	0.126	0.088	10	0.000	0.088	1.000	1.000
mRNA102	XM_015318007.1	0.190	0.118	11	0.091	0.118	1.000	1.000
mRNA103	XM_015317966.1	0.187	0.109	11	0.091	0.109	0.990	1.000
mRNA104	XM_015318015.1	0.117	0.092	10	0.000	0.092	0.780	1.000
mRNA105	XM_015318042.1	0.185	0.084	10	0.100	0.084	1.000	1.000
mRNA106	XM_015317997.1	0.125	0.084	10	0.000	0.084	1.000	1.000
mRNA107	XM_015317946.1	0.184	0.100	11	0.091	0.100	1.000	1.000
mRNA108	XM_015317939.1	0.187	0.107	11	0.091	0.107	1.000	1.000
mRNA109	XM_015317986.1	0.184	0.113	12	0.083	0.113	1.000	1.000
mRNA110	XM_015318235.1	0.853	0.952	16	0.875	0.952	0.190	0.660
mRNA111	XM_015318243.1	0.790	0.856	16	0.750	0.856	1.000	0.660
mRNA112	XM_015318257.1	0.915	0.882	3	1.000	0.882	0.005	1.000
mRNA113	XM_015332335.1	0.867	0.919	14	0.857	0.919	0.550	1.000
mRNA114	XM_015335529.1	0.000	0.000	24	0.000	0.000	0.000	0.000
mRNA115	XM_015318695.1	0.789	1.000	8	0.750	1.000	0.155	0.630
mRNA116	XM_015318705.1	0.964	1.000	1	1.000	1.000	0.345	0.940
mRNA117	XM_015317455.1	0.959	1.000	21	0.952	1.000	0.755	1.000
mRNA118	XM_015317465.1	0.958	1.000	20	0.950	1.000	0.755	1.000
mRNA119	XM_015317474.1	0.906	1.000	18	0.889	1.000	0.445	1.000
mRNA120	XM_015317483.1	0.885	1.000	18	0.833	1.000	0.705	1.000
mRNA121	XM_015317492.1	0.899	1.000	17	0.882	1.000	0.395	1.000
mRNA122	XM_015318672.1	0.940	0.868	5	1.000	0.868	1.000	0.590
mRNA123	XM_015318681.1	0.838	0.862	6	0.833	0.862	1.000	0.590
mRNA124	XM_015316292.1	0.597	0.656	20	0.600	0.656	0.420	0.380
mRNA125	XM_015316314.1	0.043	0.000	6	0.000	0.000	0.495	0.360
mRNA126	XM_015316303.1	0.957	1.000	1	1.000	1.000	1.000	0.140
mRNA127	XM_015316328.1	0.975	1.000	5	1.000	1.000	0.975	0.520
mRNA128	XM_015318837.1	0.836	0.869	8	0.875	0.869	0.005	1.000
mRNA129	XM_015317175.1	0.810	1.000	4	0.750	1.000	0.680	0.520
mRNA130	XM_015317095.1	0.657	0.990	4	0.500	0.990	0.680	0.520
mRNA131	XM_015317015.1	0.960	1.000	4	1.000	1.000	0.680	0.520
mRNA132	XM_015316928.1	0.807	0.991	4	0.750	0.991	0.680	0.520
mRNA133	XM_015316536.1	0.997	1.000	2	1.000	1.000	1.000	0.940
mRNA134	XM_015318879.1	1.000	1.000	10	1.000	1.000	1.000	1.000
mRNA135	XM_015334895.1	0.892	1.000	12	0.917	1.000	0.160	0.680
mRNA136	XM_015334905.1	0.828	1.000	11	0.818	1.000	0.055	0.680
mRNA137	XM_015334918.1	0.383	0.010	2	0.500	0.010	0.965	0.640
mRNA138	XM_015334944.1	0.944	0.975	2	1.000	0.975	0.385	0.640
mRNA139	XM_015334931.1	0.983	1.000	6	1.000	1.000	1.000	0.670
mRNA140	XM_015334955.1	0.796	0.765	9	0.778	0.765	1.000	1.000
mRNA141	XM_015334964.1	0.804	0.792	9	0.778	0.792	1.000	1.000
mRNA142	XM_015334976.1	0.100	0.000	7	0.000	0.000	1.000	1.000
mRNA143	XM_015335021.1	0.982	1.000	3	1.000	1.000	0.650	1.000
mRNA144	XM_015335013.1	0.782	0.997	3	0.667	0.997	0.650	1.000
mRNA145	XM_015335002.1	0.980	1.000	3	1.000	1.000	0.610	1.000
mRNA146	XM_015335034.1	0.363	0.000	2	0.500	0.000	0.460	0.800
mRNA147	XM_015335043.1	0.653	0.000	0	1.000	0.000	0.060	1.000
mRNA148	XM_015334989.1	0.915	0.883	8	1.000	0.883	0.000	1.000
mRNA149	XM_015317687.1	0.902	0.995	10	0.900	0.995	0.270	1.000
mRNA150	XM_015315951.1	0.747	1.000	3	0.667	1.000	0.940	0.000
mRNA151	XM_015317699.1	0.518	0.000	4	0.750	0.000	0.725	0.630
mRNA152	XM_015317579.1	0.045	0.000	2	0.000	0.000	0.160	0.740
mRNA153	XM_015317219.1	0.900	1.000	2	1.000	1.000	0.000	0.000
mRNA154	XM_015316907.1	0.879	0.967	6	0.833	0.967	0.770	1.000
mRNA155	XM_015318356.1	0.683	0.832	18	0.556	0.832	1.000	1.000
mRNA156	XM_015318373.1	0.717	0.835	18	0.611	0.835	1.000	1.000
mRNA157	XM_015318382.1	0.683	0.831	18	0.556	0.831	1.000	1.000
mRNA158	XM_015318396.1	0.682	0.829	18	0.556	0.829	1.000	1.000
mRNA159	XM_015318390.1	0.720	0.845	18	0.611	0.845	1.000	1.000
mRNA160	XM_015318404.1	0.755	0.848	18	0.667	0.848	1.000	1.000
mRNA161	XM_015318412.1	0.720	0.844	18	0.611	0.844	1.000	1.000
mRNA162	XM_015318422.1	0.683	0.833	18	0.556	0.833	1.000	1.000
mRNA163	XM_015318365.1	0.673	0.858	19	0.526	0.858	1.000	1.000
mRNA164	XM_015316340.1	0.985	1.000	11	1.000	1.000	0.695	1.000
mRNA165	XM_015316353.1	0.635	0.533	8	0.625	0.533	1.000	1.000
mRNA166	XM_015316362.1	0.703	0.581	7	0.714	0.581	1.000	1.000
mRNA167	XM_015316372.1	0.939	0.797	6	1.000	0.797	1.000	1.000
mRNA168	XM_015316654.1	0.950	1.000	5	1.000	1.000	1.000	0.000
mRNA169	XM_015319154.1	0.721	0.855	4	0.750	0.855	0.105	0.190
mRNA170	XM_015319163.1	0.568	0.845	4	0.500	0.845	0.105	0.190
mRNA171	XM_015319172.1	0.821	1.000	5	0.800	1.000	0.105	0.720
mRNA172	XM_015326499.1	0.637	0.680	18	0.556	0.680	1.000	1.000
mRNA173	XM_015326988.1	0.647	0.873	16	0.562	0.873	0.960	0.000
mRNA174	XM_015326816.1	0.578	0.702	17	0.529	0.702	1.000	0.000
mRNA175	XM_015326737.1	0.552	0.615	17	0.529	0.615	1.000	0.000
mRNA176	XM_015326243.1	0.539	0.628	18	0.500	0.628	1.000	0.000
mRNA177	XM_015326317.1	0.544	0.647	18	0.500	0.647	1.000	0.000
mRNA178	XM_015326411.1	0.539	0.630	18	0.500	0.630	1.000	0.000
mRNA179	XM_015326905.1	0.595	0.704	18	0.556	0.704	1.000	0.000
mRNA180	XM_015326658.1	0.615	0.661	18	0.611	0.661	1.000	0.000
mRNA181	XM_015326581.1	0.548	0.659	18	0.500	0.659	1.000	0.000
mRNA182	XM_015327555.1	0.062	0.015	9	0.000	0.015	0.145	1.000
mRNA183	XM_015327469.1	0.062	0.015	10	0.000	0.015	0.145	1.000
mRNA184	XM_015327178.1	0.081	0.000	3	0.000	0.000	0.625	1.000
mRNA185	XM_015327349.1	0.081	0.000	3	0.000	0.000	0.625	1.000
mRNA186	XM_015327261.1	0.100	0.000	3	0.000	0.000	1.000	1.000
mRNA187	XM_015318624.1	0.839	0.868	6	0.833	0.868	0.570	1.000
mRNA188	XM_015318616.1	0.952	0.873	5	1.000	0.873	0.805	1.000
mRNA189	XM_015333611.1	0.972	1.000	5	1.000	1.000	0.435	1.000
mRNA190	XM_015333408.1	0.930	0.765	10	1.000	0.765	1.000	1.000
mRNA191	XM_015333490.1	0.866	0.752	10	0.900	0.752	1.000	1.000
mRNA192	XM_015333329.1	0.816	0.750	11	0.818	0.750	1.000	1.000
mRNA193	XM_015334512.1	0.829	0.929	4	0.750	0.929	1.000	1.000
mRNA194	XM_015334520.1	0.829	0.930	4	0.750	0.930	1.000	1.000
mRNA195	XM_015334539.1	0.979	0.931	4	1.000	0.931	1.000	1.000
mRNA196	XM_015334530.1	0.823	0.910	4	0.750	0.910	1.000	1.000
mRNA197	XM_015334549.1	0.709	0.529	4	0.750	0.529	1.000	1.000
mRNA198	XM_015334364.1	0.873	0.731	13	0.923	0.731	1.000	1.000
mRNA199	XM_015334140.1	0.462	0.374	12	0.417	0.374	1.000	1.000
mRNA200	XM_015333880.1	0.424	0.365	14	0.357	0.365	1.000	1.000
mRNA201	XM_015333945.1	0.424	0.366	14	0.357	0.366	1.000	1.000
mRNA202	XM_015334013.1	0.444	0.376	13	0.385	0.376	1.000	1.000
mRNA203	XM_015333804.1	0.439	0.362	13	0.385	0.362	1.000	1.000
mRNA204	XM_015334073.1	0.445	0.380	13	0.385	0.380	1.000	1.000
mRNA205	XM_015334204.1	0.470	0.493	12	0.417	0.493	0.440	1.000
mRNA206	XM_015334254.1	0.493	0.476	12	0.417	0.476	1.000	1.000
mRNA207	XM_015334300.1	0.479	0.492	12	0.417	0.492	0.625	1.000
mRNA208	XM_015334488.1	0.927	0.755	3	1.000	0.755	1.000	1.000
mRNA209	XM_015334437.1	0.946	0.821	4	1.000	0.821	1.000	1.000
mRNA210	XM_015317907.1	0.960	0.866	3	1.000	0.866	1.000	1.000
mRNA211	XM_015317914.1	0.807	0.858	4	0.750	0.858	1.000	1.000
mRNA212	XM_015317925.1	0.100	0.000	8	0.000	0.000	1.000	1.000
mRNA213	XM_015319094.1	0.100	0.000	4	0.000	0.000	1.000	1.000
mRNA214	XM_015319075.1	0.100	0.000	4	0.000	0.000	1.000	1.000
mRNA215	XM_015319085.1	0.100	0.000	5	0.000	0.000	1.000	1.000
mRNA216	XM_015319103.1	0.100	0.000	4	0.000	0.000	1.000	1.000
mRNA217	XM_015319185.1	0.100	0.000	2	0.000	0.000	1.000	1.000
mRNA218	XM_015318520.1	0.569	0.844	4	0.500	0.844	0.000	0.310
mRNA219	XM_015319003.1	0.443	0.373	13	0.385	0.373	1.000	1.000
mRNA220	XM_015319012.1	0.533	0.444	12	0.500	0.444	1.000	1.000
mRNA221	XM_015319036.1	0.977	1.000	7	1.000	1.000	1.000	0.550
mRNA222	XM_015336051.1	0.844	0.866	6	0.833	0.866	1.000	0.680
mRNA223	XM_015336071.1	0.883	0.996	6	0.833	0.996	1.000	0.680
mRNA224	XM_015336059.1	0.861	0.996	8	0.875	0.996	0.075	0.680
mRNA225	XM_015336063.1	0.909	0.999	8	0.875	0.999	1.000	0.680
mRNA226	XM_015336045.1	0.976	0.973	9	1.000	0.973	1.000	0.680
mRNA227	XM_015336084.1	0.939	0.798	2	1.000	0.798	1.000	1.000
mRNA228	XM_015318269.1	0.799	0.832	5	0.800	0.832	0.390	1.000
mRNA229	XM_015318278.1	0.766	0.820	4	0.750	0.820	0.390	1.000
mRNA230	XM_015318286.1	0.774	0.899	4	0.750	0.899	0.090	1.000
mRNA231	XM_015318299.1	0.901	0.919	8	0.875	0.919	1.000	1.000
mRNA232	XM_015335524.1	0.626	0.418	12	0.667	0.418	1.000	1.000
mRNA233	XM_015335536.1	0.577	0.589	2	0.500	0.589	1.000	1.000
mRNA234	XM_015335549.1	0.299	0.163	4	0.250	0.163	1.000	1.000
mRNA235	XM_015315837.1	0.825	0.749	6	0.833	0.749	1.000	1.000
mRNA236	XM_015315846.1	0.826	0.753	6	0.833	0.753	1.000	1.000
mRNA237	XM_015315880.1	1.000	1.000	3	1.000	1.000	1.000	1.000
mRNA238	XM_015315869.1	0.613	0.377	3	0.667	0.377	0.990	1.000
mRNA239	XM_015315857.1	1.000	1.000	2	1.000	1.000	1.000	1.000
mRNA240	XM_015315900.1	0.924	0.928	2	1.000	0.928	0.475	0.440
mRNA241	XM_015315909.1	0.951	0.925	3	1.000	0.925	0.475	1.000
mRNA242	XM_015316720.1	0.736	0.960	5	0.600	0.960	0.755	1.000
mRNA243	XM_015319790.1	0.000	0.000	2	0.000	0.000	0.000	0.000
mRNA244	XM_015316734.1	0.714	0.846	5	0.600	0.846	1.000	1.000
mRNA245	XM_015318572.1	0.654	0.891	4	0.500	0.891	0.735	1.000
mRNA246	XM_015315923.1	0.977	0.923	3	1.000	0.923	1.000	1.000
mRNA247	XM_015315952.1	0.832	0.987	5	0.800	0.987	0.415	0.710
mRNA248	XM_015315936.1	0.933	0.951	5	1.000	0.951	0.240	0.710
mRNA249	XM_015315944.1	0.949	1.000	6	1.000	1.000	0.270	0.710
mRNA250	XM_015315959.1	0.100	0.000	10	0.000	0.000	1.000	1.000
mRNA251	XM_015317621.1	0.946	0.821	2	1.000	0.821	1.000	1.000
mRNA252	XM_015317606.1	0.700	0.000	0	1.000	0.000	0.995	1.000
mRNA253	XM_015317592.1	0.892	0.782	1	1.000	0.782	1.000	0.150
mRNA254	XM_015334558.1	0.700	0.000	0	1.000	0.000	1.000	1.000
mRNA255	XM_015334609.1	0.102	0.009	7	0.000	0.009	1.000	0.990
mRNA256	XM_015334600.1	0.102	0.009	7	0.000	0.009	1.000	0.990
mRNA257	XM_015334618.1	0.102	0.009	8	0.000	0.009	1.000	0.990
mRNA258	XM_015334571.1	0.102	0.009	7	0.000	0.009	1.000	0.990
mRNA259	XM_015334590.1	0.100	0.000	7	0.000	0.000	1.000	0.990
mRNA260	XM_015334579.1	0.100	0.000	7	0.000	0.000	1.000	0.990
mRNA261	XM_015321077.1	0.000	0.000	1	0.000	0.000	0.000	0.000
mRNA262	XM_015322329.1	0.459	0.674	7	0.429	0.674	0.000	0.000
mRNA263	XM_015315539.1	0.609	0.593	15	0.600	0.593	1.000	0.420
mRNA264	XM_015315571.1	0.313	0.293	16	0.250	0.293	0.505	1.000
mRNA265	XM_015315581.1	0.396	0.444	16	0.312	0.444	0.505	1.000
mRNA266	XM_015315588.1	0.241	0.285	14	0.143	0.285	0.505	0.890
mRNA267	XM_015315562.1	0.267	0.265	16	0.188	0.265	0.505	1.000
mRNA268	XM_015315551.1	0.315	0.299	16	0.250	0.299	0.505	1.000
mRNA269	XM_015317635.1	0.947	0.977	15	1.000	0.977	0.850	0.220
mRNA270	XM_015317648.1	0.929	0.763	14	1.000	0.763	1.000	1.000
mRNA271	XM_015319382.1	0.942	0.972	2	1.000	0.972	0.000	1.000
mRNA272	XM_015315692.1	0.609	0.808	9	0.444	0.808	1.000	1.000
mRNA273	XM_015315704.1	1.000	1.000	6	1.000	1.000	1.000	1.000
mRNA274	XM_015315717.1	0.694	0.836	7	0.571	0.836	1.000	1.000
mRNA275	XM_015318893.1	0.700	0.000	0	1.000	0.000	1.000	1.000
mRNA276	XM_015318326.1	0.994	0.981	2	1.000	0.981	1.000	1.000
mRNA277	XM_015318344.1	0.563	0.948	3	0.333	0.948	0.580	1.000
mRNA278	XM_015318334.1	0.627	0.756	2	0.500	0.756	1.000	1.000
mRNA279	XM_015317200.1	0.775	0.750	8	0.750	0.750	1.000	1.000
mRNA280	XM_015317192.1	0.797	0.769	9	0.778	0.769	1.000	1.000
mRNA281	XM_015317215.1	0.956	1.000	7	1.000	1.000	0.915	0.200
mRNA282	XM_015317251.1	0.564	1.000	3	0.333	1.000	0.330	0.940
mRNA283	XM_015317243.1	0.676	1.000	2	0.500	1.000	0.580	0.940
mRNA284	XM_015317229.1	1.000	1.000	2	1.000	1.000	1.000	1.000
mRNA285	XM_015317712.1	0.955	0.940	3	1.000	0.940	0.465	1.000
mRNA286	XM_015318107.1	0.730	0.823	3	0.667	0.823	0.655	1.000
mRNA287	XM_015317505.1	0.929	0.914	4	1.000	0.914	1.000	0.100
mRNA288	XM_015317514.1	0.680	0.882	5	0.600	0.882	1.000	0.100
mRNA289	XM_015317524.1	0.761	0.886	4	0.750	0.886	0.800	0.100
mRNA290	XM_015317532.1	0.762	0.899	4	0.750	0.899	0.745	0.100
mRNA291	XM_015317543.1	0.981	1.000	7	1.000	1.000	0.615	1.000
mRNA292	XM_015317580.1	0.838	0.918	5	0.800	0.918	1.000	0.650
mRNA293	XM_015317569.1	0.833	1.000	4	0.750	1.000	1.000	0.650
mRNA294	XM_015317558.1	0.982	1.000	4	1.000	1.000	1.000	0.650
mRNA295	XM_015335572.1	0.574	0.721	7	0.429	0.721	1.000	1.000
mRNA296	XM_015335603.1	0.970	1.000	5	1.000	1.000	0.400	1.000
mRNA297	XM_015335583.1	0.759	0.957	6	0.667	0.957	0.440	1.000
mRNA298	XM_015335593.1	0.768	0.986	6	0.667	0.986	0.445	1.000
mRNA299	XM_015335563.1	0.699	0.944	7	0.571	0.944	0.465	1.000
mRNA300	XM_015335615.1	0.880	0.598	4	1.000	0.598	1.000	1.000
mRNA301	XM_015335657.1	0.655	1.000	2	0.500	1.000	0.100	1.000
mRNA302	XM_015335629.1	0.866	0.952	20	0.800	0.952	1.000	1.000
mRNA303	XM_015335637.1	0.878	0.976	21	0.810	0.976	1.000	1.000
mRNA304	XM_015335678.1	0.803	0.889	8	0.750	0.889	1.000	0.730
mRNA305	XM_015335669.1	0.868	0.891	7	0.857	0.891	1.000	0.730
mRNA306	XM_015335694.1	0.983	0.943	4	1.000	0.943	1.000	1.000
mRNA307	XM_015317331.1	0.395	0.265	8	0.375	0.265	1.000	0.800
mRNA308	XM_015317341.1	0.432	0.283	7	0.429	0.283	1.000	0.800
mRNA309	XM_015317322.1	0.386	0.236	8	0.375	0.236	1.000	0.800
mRNA310	XM_015336032.1	0.752	0.929	3	0.667	0.929	0.460	1.000
mRNA311	XM_015336023.1	0.975	0.915	3	1.000	0.915	1.000	1.000
mRNA312	XM_015336010.1	0.792	0.808	4	0.750	0.808	1.000	1.000
mRNA313	XM_015335924.1	0.969	0.994	10	1.000	0.994	1.000	0.420
mRNA314	XM_015335889.1	0.858	0.955	12	0.833	0.955	1.000	0.420
mRNA315	XM_015335916.1	0.783	0.873	12	0.750	0.873	1.000	0.420
mRNA316	XM_015335907.1	0.778	0.856	12	0.750	0.856	1.000	0.420
mRNA317	XM_015335898.1	0.739	0.844	13	0.692	0.844	1.000	0.420
mRNA318	XM_015335989.1	0.104	0.014	5	0.000	0.014	1.000	1.000
mRNA319	XM_015335981.1	0.090	0.014	5	0.000	0.014	0.710	1.000
mRNA320	XM_015335998.1	0.085	0.051	5	0.000	0.051	0.395	1.000
mRNA321	XM_015335939.1	0.176	0.254	6	0.000	0.254	1.000	1.000
mRNA322	XM_015335971.1	0.177	0.255	6	0.000	0.255	1.000	1.000
mRNA323	XM_015335947.1	0.175	0.249	6	0.000	0.249	1.000	1.000
mRNA324	XM_015335955.1	0.277	0.255	6	0.167	0.255	1.000	1.000
mRNA325	XM_015335964.1	0.175	0.251	6	0.000	0.251	1.000	1.000
mRNA326	XM_015318979.1	0.073	0.000	4	0.000	0.000	0.460	1.000
mRNA327	XM_015323584.1	0.854	1.000	7	0.857	1.000	0.185	0.610
mRNA328	XM_015316065.1	0.131	0.103	13	0.000	0.103	1.000	1.000
mRNA329	XM_015316056.1	0.132	0.106	13	0.000	0.106	1.000	1.000
mRNA330	XM_015316039.1	0.178	0.108	13	0.077	0.108	1.000	1.000
mRNA331	XM_015316048.1	0.132	0.107	13	0.000	0.107	1.000	1.000
mRNA332	XM_015316073.1	0.110	0.034	13	0.000	0.034	1.000	1.000
mRNA333	XM_015316269.1	0.941	1.000	3	1.000	1.000	0.340	0.490
mRNA334	XM_015316260.1	0.715	0.894	3	0.667	0.894	0.435	0.490
mRNA335	XM_015316217.1	0.654	0.950	4	0.500	0.950	0.575	0.800
mRNA336	XM_015316226.1	0.678	1.000	4	0.500	1.000	0.570	1.000
mRNA337	XM_015316235.1	0.679	1.000	2	0.500	1.000	0.580	1.000
mRNA338	XM_015316248.1	0.829	0.430	3	1.000	0.430	1.000	1.000
mRNA339	XM_015315610.1	0.774	0.996	3	0.667	0.996	0.505	1.000
