Species	SeqID	Sigma	Phi
Xtro	NW_004668249.1	0.0	0.0
Xtro	NW_004668250.1	0.0	0.0
Xtro	NW_004668251.1	0.0	0.0
Xtro	NW_004668252.1	0.0879753331895	0.18181818181818182
Xtro	NW_004668253.1	0.287848291047	0.48936170212765956
Xtro	NW_004668255.1	0.16831845919	0.3684210526315789
Drer	NC_007112.6	0.252788627836	0.40951029098651526
Drer	NC_007113.6	0.217614802125	0.4072869225764476
Drer	NC_007114.6	0.217516980442	0.4777327935222672
Drer	NC_007115.6	0.280197763634	0.8065316246382803
Drer	NC_007116.6	0.261126218045	0.4417910447761194
Drer	NC_007117.6	0.207660536232	0.40873634945397813
Drer	NC_007118.6	0.243596846725	0.4009546539379475
Drer	NC_007119.6	0.222650554951	0.4789402173913043
Drer	NC_007120.6	0.248868076859	0.4127272727272727
Drer	NC_007121.6	0.203718174325	0.35782442748091603
Drer	NC_007122.6	0.196308173011	0.38848167539267014
Drer	NC_007123.6	0.211996939918	0.4173441734417344
Drer	NC_007124.6	0.223128913565	0.39581351094196005
Drer	NC_007125.6	0.255587497928	0.3832599118942731
Drer	NC_007126.6	0.215783268189	0.40604575163398693
Drer	NC_007127.6	0.213953030351	0.36242138364779874
Drer	NC_007128.6	0.249397161885	0.4121265377855888
Drer	NC_007129.6	0.2161712011	0.3354978354978355
Drer	NC_007130.6	0.207197747587	0.3623725671918443
Drer	NC_007131.6	0.245458488104	0.47988505747126436
Drer	NC_007132.6	0.22052902287	0.49404761904761907
Drer	NC_007133.6	0.225337773906	0.4218867924528302
Drer	NC_007134.6	0.19296390225	0.33838862559241706
Drer	NC_007135.6	0.228946236169	0.41217798594847777
Drer	NC_007136.6	0.261968732608	0.4670781893004115
Mmus	NC_000067.6	0.343065326062	0.4706180344478217
Mmus	NC_000068.7	0.386409455076	0.4877868245743893
Mmus	NC_000069.6	0.297125634971	0.4676646706586826
Mmus	NC_000070.6	0.347144648233	0.4835493519441675
Mmus	NC_000071.6	0.399596353543	0.525691699604743
Mmus	NC_000072.6	0.364149924037	0.431496062992126
Mmus	NC_000073.6	0.315200116554	0.4547477744807122
Mmus	NC_000074.6	0.423260391387	0.5284457478005865
Mmus	NC_000075.6	0.35432233758	0.4726775956284153
Mmus	NC_000076.6	0.335133631187	0.47276142767689416
Mmus	NC_000077.6	0.394726527975	0.5546737213403881
Mmus	NC_000078.6	0.357405040422	0.47568881685575365
Mmus	NC_000079.6	0.324253643527	0.4087248322147651
Mmus	NC_000080.6	0.396245886263	0.45849802371541504
Mmus	NC_000081.6	0.382097812778	0.5217048145224941
Mmus	NC_000082.6	0.380805011297	0.43243243243243246
Mmus	NC_000083.6	0.35304890799	0.5314730694354315
Mmus	NC_000084.6	0.312937362741	0.46162790697674416
Mmus	NC_000085.6	0.370302044615	0.5469506292352372
Mmus	NC_000086.7	0.172835012792	0.30300632911392406
Mmus	NC_000087.7	0.0211856149	0.035555555555555556
Hsap	NC_000001.11	0.389603535471	0.53026706231454
Hsap	NC_000002.12	0.398825252416	0.5251711639146194
Hsap	NC_000003.12	0.467763799848	0.5622119815668203
Hsap	NC_000004.12	0.365398270573	0.45361484325015994
Hsap	NC_000005.10	0.386826525668	0.5012468827930174
Hsap	NC_000006.12	0.39127417779	0.5446716899892358
Hsap	NC_000007.14	0.40156440134	0.53125
Hsap	NC_000008.11	0.421452697466	0.5277777777777778
Hsap	NC_000009.12	0.386308261161	0.5290006988120196
Hsap	NC_000010.11	0.427008416536	0.5385684503127172
Hsap	NC_000011.10	0.42450917945	0.548586118251928
Hsap	NC_000012.12	0.42979692172	0.5954730121880442
Hsap	NC_000013.11	0.408179911935	0.4885954381752701
Hsap	NC_000014.9	0.405251476288	0.5256087321578505
Hsap	NC_000015.10	0.394889773373	0.5421903052064632
Hsap	NC_000016.10	0.425798291476	0.609178386380459
Hsap	NC_000017.11	0.46334438669	0.6096997690531177
Hsap	NC_000018.10	0.395020480126	0.48200312989045385
Hsap	NC_000019.10	0.359344199458	0.5836533187054306
Hsap	NC_000020.11	0.348882359832	0.4907103825136612
Hsap	NC_000021.9	0.325366427921	0.4803921568627451
Hsap	NC_000022.11	0.435555105788	0.5861182519280206
Hsap	NC_000023.11	0.285450635326	0.43056768558951963
Hsap	NC_000024.10	0.105872282353	0.15584415584415584
