Species	SeqID	Sigma	Phi
Pdom	NW_015149008.1	0.382665574675	0.7844827586206896
Pdom	NW_015149009.1	0.322750499924	0.8289473684210527
Pdom	NW_015149010.1	0.636633155276	0.8623188405797102
Pdom	NW_015149011.1	0.512204793658	0.7333333333333333
Pdom	NW_015149012.1	0.639869148161	0.8623188405797102
Pdom	NW_015149013.1	0.57368180791	0.7931034482758621
Pdom	NW_015149014.1	0.42003921206	0.8
Pdom	NW_015149015.1	0.508814999377	0.9379310344827586
Pdom	NW_015149016.1	0.760694571924	0.8640776699029126
Pdom	NW_015149017.1	0.285565235583	0.7222222222222222
Pdom	NW_015149018.1	0.635948538573	0.7777777777777778
Pdom	NW_015149019.1	0.546038262525	0.5454545454545454
Pdom	NW_015149020.1	0.435611521628	0.8028169014084507
Pdom	NW_015149021.1	0.650004584809	0.717948717948718
Pdom	NW_015149022.1	0.372703368055	0.7536231884057971
Pdom	NW_015149023.1	0.366997197988	0.711340206185567
Pdom	NW_015149024.1	0.239634273667	0.6666666666666666
Pdom	NW_015149025.1	0.537974362991	0.8653846153846154
Pdom	NW_015149026.1	0.610272704263	0.7974683544303798
Pdom	NW_015149027.1	0.359001805181	0.7352941176470589
Pdom	NW_015149028.1	0.492322146517	0.7352941176470589
Pdom	NW_015149029.1	0.565307649703	0.7857142857142857
Pdom	NW_015149030.1	0.434331312053	0.72
Pdom	NW_015149033.1	0.598239680259	0.7037037037037037
Nvit	NC_015867.2	0.490904062909	0.7891387356809504
Nvit	NC_015868.2	0.453170537309	0.7774538386783285
Nvit	NC_015869.2	0.527223393924	0.7905650596163816
Nvit	NC_015870.2	0.58143808631	0.8038990825688074
Nvit	NC_015871.2	0.591672406731	0.8153846153846154
Nvit	NW_001814682.1	0.357504291728	0.7573221757322176
Nvit	NW_001815126.1	0.591879621114	0.8285714285714286
Nvit	NW_001815237.1	0.593936215341	0.7974683544303798
Nvit	NW_001816570.1	0.30420100834	0.788235294117647
Nvit	NW_001817348.1	0.469840085077	0.7722772277227723
Nvit	NW_001817459.1	0.530298235256	0.8032786885245902
Nvit	NW_001817681.2	0.552194141617	0.6666666666666666
Nvit	NW_001817792.1	0.48624758848	0.7874015748031497
Nvit	NW_001818015.1	0.420777253717	0.625
Nvit	NW_001819014.1	0.0	0.0
Nvit	NW_001820527.3	0.538563799302	0.825974025974026
Nvit	NW_001820749.1	0.397258589107	0.7870813397129187
